SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount
B-01336,B-00499,B-00097,2025-04-21,2,376.97
C-01337,C-00449,B-00076,2024-10-03,5,342.56
A-01338,C-00497,B-00055,2024-10-10,1,233.76
B-01339,C-00332,C-00023,2025-04-25,4,65.92
C-01340,A-00423,A-00021,2025-01-12,1,419.63
A-01341,C-00416,A-00009,2024-05-28,1,385.53
B-01342,A-00459,A-00021,2025-04-06,5,113.43
C-01343,B-00406,A-00072,2024-07-01,1,195.22
A-01344,A-00177,C-00008,2024-10-01,1,363.68
B-01345,C-00260,C-00005,2024-10-16,2,90.78
C-01346,A-00270,A-00066,2025-05-12,1,356.61
A-01347,C-00500,B-00052,2025-02-10,1,464.94
B-01348,C-00278,C-00005,2024-06-02,2,66.02
C-01349,B-00478,C-00056,2024-08-20,4,189.39
A-01350,C-00437,B-00013,2024-11-11,4,265.99
B-01351,A-00033,C-00050,2024-11-16,1,320.81
C-01352,B-00358,A-00039,2025-05-07,3,488.51
A-01353,C-00320,B-00100,2025-04-30,3,402.87
B-01354,A-00129,C-00038,2025-02-21,2,68.14
C-01355,C-00263,A-00039,2025-01-30,3,324.11
A-01356,B-00367,A-00099,2024-09-15,4,168.01
B-01357,A-00390,C-00086,2024-09-25,4,166.94
C-01358,C-00194,B-00061,2024-08-20,4,269.18
A-01359,A-00345,C-00020,2024-09-05,1,136.23
B-01360,A-00153,C-00071,2024-11-09,5,366.12
C-01361,B-00262,A-00087,2025-03-04,2,277.09
A-01362,A-00345,A-00057,2024-11-26,5,451.53
B-01363,C-00425,C-00071,2024-10-18,5,342.71
C-01364,A-00186,A-00093,2024-06-12,5,98.28
A-01365,B-00331,B-00001,2024-08-23,4,119.01
B-01366,C-00155,A-00087,2025-04-24,5,307.24
C-01367,A-00153,A-00081,2024-06-07,4,371.61
A-01368,C-00041,C-00014,2025-01-31,5,477.63
B-01369,B-00073,C-00026,2025-04-23,5,275.58
C-01370,A-00072,C-00080,2024-12-24,5,389.21
A-01371,B-00454,C-00083,2024-10-30,2,291.28
B-01372,C-00494,C-00068,2025-03-24,3,390.44
C-01373,A-00384,B-00085,2024-12-20,1,116.63
A-01374,C-00398,A-00024,2024-08-02,4,282.32
B-01375,C-00308,A-00039,2024-07-04,3,491.35
C-01376,A-00447,C-00062,2025-01-05,1,415.23
A-01377,A-00174,C-00098,2024-09-07,1,125.59
B-01378,C-00170,C-00071,2024-05-23,4,324.62
C-01379,A-00237,A-00057,2024-11-25,3,463.05
A-01380,B-00223,A-00075,2024-12-01,3,263.25
B-01381,A-00339,C-00074,2025-04-28,5,455.56
C-01382,C-00188,C-00011,2024-09-04,4,263.76
A-01383,B-00484,B-00016,2025-03-18,4,266.03
B-01384,A-00372,B-00031,2024-05-24,4,325.39
C-01385,C-00266,A-00012,2024-10-22,3,384.98
A-01386,C-00143,C-00029,2024-08-05,4,163.66
B-01387,B-00220,B-00001,2024-08-03,1,221.47
C-01388,C-00479,A-00045,2025-03-15,5,374.4
A-01389,C-00491,C-00041,2024-12-26,2,56.73
B-01390,C-00065,A-00027,2024-11-15,3,134.98
C-01391,B-00190,C-00041,2024-06-23,4,372.59
A-01392,C-00458,A-00063,2025-01-28,3,259.15
B-01393,B-00169,B-00085,2024-06-05,3,142.88
C-01394,A-00054,B-00037,2024-08-23,1,289.4
A-01395,B-00205,C-00002,2025-03-12,3,417.8
B-01396,A-00435,A-00099,2024-06-23,4,77.77
C-01397,B-00199,B-00025,2024-06-25,4,264.91
A-01398,B-00373,A-00036,2025-01-10,3,344.5
B-01399,B-00157,B-00034,2024-08-06,2,487.04
C-01400,A-00483,C-00005,2024-08-07,3,174.18
A-01401,B-00328,C-00086,2025-04-20,1,299.61
B-01402,B-00322,B-00004,2024-06-13,4,369.31
C-01403,A-00093,A-00045,2024-06-20,3,480.2
A-01404,C-00263,C-00074,2024-08-15,3,185.29
B-01405,C-00167,C-00095,2025-02-22,5,273
C-01406,B-00487,B-00067,2024-10-11,1,282.49
A-01407,B-00082,A-00054,2025-04-23,1,385.6
B-01408,C-00164,B-00004,2024-12-31,2,484.62
C-01409,A-00030,C-00074,2024-11-06,5,234.19
A-01410,B-00127,A-00099,2024-09-01,4,262.96
B-01411,C-00191,B-00025,2024-06-14,2,466.9
C-01412,A-00342,A-00063,2024-12-12,1,398.98
A-01413,B-00334,C-00044,2025-02-11,2,317.17
B-01414,B-00352,A-00030,2024-11-28,2,137.15
C-01415,B-00493,A-00081,2024-12-30,2,68.86
A-01416,A-00489,C-00095,2025-04-14,5,362.08
B-01417,A-00081,A-00045,2025-01-18,4,251.74
C-01418,C-00359,B-00058,2024-10-28,4,80.01
A-01419,A-00024,B-00001,2025-01-04,4,271.92
B-01420,C-00068,C-00041,2024-07-21,4,232.71
C-01421,C-00233,C-00083,2025-04-10,1,423.83
A-01422,C-00356,C-00059,2025-04-27,5,284.53
B-01423,C-00107,B-00064,2024-06-24,3,389.28
C-01424,B-00445,C-00068,2024-10-29,4,51.63
A-01425,B-00133,C-00056,2024-06-11,4,381.48
B-01426,A-00480,C-00008,2024-08-14,1,351.23
C-01427,B-00235,B-00076,2025-05-09,3,415.68
A-01428,C-00416,C-00065,2024-08-24,3,190.38
B-01429,C-00446,C-00074,2025-02-06,3,110.96
C-01430,C-00269,A-00039,2024-07-13,3,324.57
A-01431,A-00348,B-00028,2024-10-15,3,459.47
B-01432,A-00438,B-00064,2024-08-15,5,58.35
C-01433,B-00013,A-00063,2024-08-14,5,470.79
A-01434,A-00129,A-00072,2025-04-04,4,248.09
B-01435,C-00026,C-00017,2024-06-26,5,199.33
C-01436,B-00088,C-00062,2024-11-17,1,121.34
A-01437,C-00032,A-00096,2024-10-26,5,260.45
B-01438,A-00495,B-00007,2024-10-24,4,169.06
C-01439,C-00032,A-00024,2024-07-22,2,497.5
A-01440,B-00010,B-00082,2025-03-14,3,381.73
B-01441,C-00227,A-00063,2025-01-14,5,74.87
C-01442,A-00150,A-00057,2024-12-24,5,200.35
A-01443,C-00416,C-00068,2024-12-19,1,250.12
B-01444,B-00058,A-00087,2024-10-13,2,440.1
C-01445,A-00063,A-00075,2025-03-14,4,272.6
A-01446,C-00344,C-00023,2025-04-22,2,246.85
B-01447,B-00499,B-00034,2024-09-20,3,447.71
C-01448,A-00162,A-00045,2024-09-09,4,205.78
A-01449,C-00407,B-00055,2024-07-18,3,198.77
B-01450,C-00065,C-00077,2024-05-21,3,205.38
C-01451,A-00480,C-00005,2024-09-22,4,473.62
A-01452,C-00323,C-00098,2025-01-11,3,136.69
B-01453,C-00482,A-00039,2024-09-15,1,146.07
C-01454,A-00369,B-00043,2024-06-22,2,326.4
A-01455,B-00172,A-00036,2025-04-06,1,117.17
B-01456,B-00214,B-00061,2024-06-17,2,359.15
C-01457,B-00232,B-00016,2024-11-21,1,112.51
A-01458,B-00367,A-00072,2024-10-28,3,328.57
B-01459,B-00493,B-00037,2024-08-20,5,155.74
C-01460,A-00366,A-00006,2025-01-12,4,55.65
A-01461,C-00116,B-00028,2024-12-25,2,332.56
B-01462,A-00243,C-00089,2025-01-24,5,260.94
C-01463,C-00080,C-00053,2024-07-06,1,355.61
A-01464,C-00014,C-00080,2025-03-16,2,86.25
B-01465,C-00047,C-00074,2024-05-28,2,157.86
C-01466,C-00284,A-00018,2024-06-22,1,93.04
A-01467,B-00475,B-00097,2024-10-26,4,108.52
B-01468,A-00219,A-00039,2024-07-13,2,65.07
C-01469,B-00364,C-00080,2024-11-26,3,195.27
A-01470,A-00462,C-00014,2025-01-16,4,453.5
B-01471,A-00108,A-00006,2025-03-10,5,393.98
C-01472,A-00393,C-00017,2024-12-31,5,487.65
A-01473,A-00426,B-00037,2025-02-05,4,58.47
B-01474,A-00156,A-00057,2025-02-21,3,276.83
C-01475,B-00130,C-00098,2024-09-30,3,148.6
A-01476,B-00298,A-00048,2025-01-05,1,277.3
B-01477,B-00490,C-00005,2024-07-02,5,107.43
C-01478,B-00457,C-00086,2025-02-18,1,297.4
A-01479,B-00490,B-00016,2025-03-09,5,484.23
B-01480,C-00179,C-00014,2024-12-29,3,335.38
C-01481,C-00401,C-00014,2025-01-27,4,485.58
A-01482,C-00407,B-00082,2024-12-26,4,275.56
B-01483,B-00019,C-00038,2025-01-08,1,74.78
C-01484,B-00463,A-00084,2024-10-01,4,107.66
A-01485,A-00387,C-00065,2024-10-25,2,321.16
B-01486,B-00373,C-00020,2024-10-20,4,410.72
C-01487,C-00206,A-00021,2024-06-19,2,226.5
A-01488,B-00322,B-00007,2025-03-22,2,488.03
B-01489,B-00220,B-00100,2024-10-21,5,378.95
C-01490,A-00192,A-00021,2024-12-23,3,312.3
A-01491,B-00499,A-00099,2025-04-10,3,101.18
B-01492,C-00362,C-00083,2024-06-08,2,92.54
C-01493,C-00245,A-00036,2024-07-30,5,414.15
A-01494,B-00256,A-00063,2024-08-31,4,122.04
B-01495,A-00309,C-00002,2024-10-22,1,321.62
C-01496,C-00071,C-00005,2024-07-22,2,177.44
A-01497,B-00076,A-00081,2025-01-11,2,56.15
B-01498,C-00068,A-00027,2024-12-01,5,81.25
C-01499,B-00244,A-00069,2024-11-26,1,84.49
A-01500,C-00335,C-00083,2024-06-12,4,165.04
B-01501,B-00373,A-00054,2025-04-18,3,144.29
C-01502,A-00237,C-00026,2024-07-04,4,277.54
A-01503,B-00217,C-00032,2024-10-17,4,239.65
B-01504,B-00187,C-00047,2024-08-07,4,97.79
C-01505,B-00082,A-00096,2024-10-04,4,446.81
A-01506,C-00179,C-00071,2024-08-30,4,228.38
B-01507,A-00318,A-00060,2024-07-06,5,359.02
C-01508,A-00465,A-00042,2024-12-28,4,218.86
A-01509,A-00273,B-00100,2024-10-08,2,446.93
B-01510,B-00340,C-00032,2025-04-28,2,430.58
C-01511,B-00067,C-00086,2024-10-25,1,227.39
A-01512,C-00242,C-00062,2024-05-30,4,207.9
B-01513,B-00475,A-00048,2024-11-05,2,88.87
C-01514,C-00452,B-00049,2024-12-17,1,476.45
A-01515,C-00065,C-00029,2024-07-16,5,386.3
B-01516,A-00024,C-00071,2024-10-06,1,497.83
C-01517,B-00118,B-00004,2025-03-30,5,279.93
A-01518,A-00492,A-00015,2025-03-12,4,334.99
B-01519,C-00164,C-00038,2024-06-09,4,181.49
C-01520,A-00258,C-00029,2024-06-14,2,457.63
A-01521,A-00159,C-00020,2025-02-05,1,397.71
B-01522,C-00140,A-00003,2025-02-23,5,144.1
C-01523,A-00183,B-00016,2025-01-03,4,102.63
A-01524,A-00099,B-00094,2024-09-04,5,312.98
B-01525,C-00251,A-00042,2024-11-29,2,347.06
C-01526,B-00001,C-00083,2024-10-15,4,448.8
A-01527,A-00171,C-00020,2024-08-15,2,281.24
B-01528,C-00449,B-00088,2024-05-29,5,470.17
C-01529,B-00211,A-00024,2025-05-12,5,164.4
A-01530,A-00273,A-00033,2025-04-16,3,209.35
B-01531,B-00082,A-00006,2024-10-11,5,143.01
C-01532,A-00453,C-00008,2025-03-08,3,137.51
A-01533,C-00314,C-00026,2024-06-17,4,230.73
B-01534,A-00207,A-00042,2025-02-05,2,377.62
C-01535,A-00030,C-00002,2025-04-14,3,216.29
A-01536,B-00319,A-00057,2024-10-15,1,304.54
B-01537,A-00192,C-00077,2025-01-07,3,300.14
C-01538,B-00157,B-00046,2024-10-08,3,94.06
A-01539,B-00313,C-00032,2024-07-10,5,298.45
B-01540,C-00050,B-00064,2025-03-08,2,376.23
C-01541,B-00397,B-00019,2025-01-19,1,145.61
A-01542,A-00363,B-00025,2024-08-26,1,340.81
B-01543,A-00150,A-00003,2024-10-30,3,190.05
C-01544,B-00322,C-00053,2024-05-18,1,373.04
A-01545,C-00128,B-00013,2025-03-13,3,403.26
B-01546,B-00478,B-00052,2024-11-06,4,365.65
C-01547,A-00318,A-00021,2024-11-13,3,463.91
A-01548,B-00475,C-00053,2025-01-07,2,465.97
B-01549,C-00431,A-00021,2025-03-21,5,375.63
C-01550,A-00117,B-00007,2024-06-08,1,294.65
A-01551,A-00390,B-00082,2024-10-02,5,102.58
B-01552,A-00375,B-00088,2024-06-16,4,316.14
C-01553,C-00332,B-00016,2025-03-20,4,477
A-01554,B-00052,A-00036,2024-07-08,3,222.52
B-01555,B-00193,C-00089,2024-09-06,4,274.43
C-01556,A-00240,C-00005,2024-09-09,2,109.42
A-01557,C-00464,B-00040,2024-12-30,1,232.97
B-01558,B-00037,B-00013,2024-05-22,2,335.69
C-01559,C-00095,A-00096,2024-06-03,2,355.87
A-01560,B-00364,B-00037,2025-04-07,2,477.86
B-01561,A-00498,C-00005,2025-02-17,5,360.24
C-01562,C-00269,C-00089,2024-07-09,1,164.68
A-01563,C-00227,A-00027,2024-08-29,4,332.33
B-01564,C-00248,C-00095,2024-10-01,1,396.79
C-01565,B-00091,B-00022,2025-01-19,1,353.94
A-01566,B-00352,A-00072,2024-08-05,4,101.39
B-01567,C-00389,C-00026,2024-09-18,3,243.23
C-01568,C-00371,A-00063,2024-12-05,2,188.5
A-01569,C-00446,B-00016,2025-04-19,4,55.48
B-01570,C-00089,B-00034,2024-07-02,2,236.27
C-01571,B-00355,A-00057,2024-06-15,2,467.16
A-01572,B-00421,B-00076,2025-03-18,5,101.3
B-01573,C-00260,B-00028,2025-01-01,3,384.82
C-01574,C-00164,B-00070,2024-11-03,5,157.47
A-01575,A-00351,C-00089,2025-05-03,1,154.17
B-01576,B-00460,C-00044,2025-01-28,5,232.85
C-01577,C-00221,A-00066,2025-04-01,4,493.01
A-01578,B-00268,A-00054,2025-04-26,2,167.97
B-01579,A-00270,C-00071,2025-05-12,1,150.35
C-01580,A-00222,C-00008,2024-12-19,1,208.43
A-01581,A-00297,B-00046,2024-07-05,4,224.09
B-01582,C-00008,C-00011,2024-09-01,5,269.63
C-01583,B-00466,B-00070,2024-10-13,5,89.21
A-01584,B-00070,C-00011,2025-03-21,3,255.16
B-01585,A-00117,A-00054,2024-06-11,4,131.43
C-01586,C-00083,A-00018,2024-09-05,3,388.12
A-01587,A-00195,A-00096,2025-03-31,5,245.41
B-01588,A-00186,A-00048,2024-10-21,5,272.96
C-01589,B-00058,B-00034,2024-12-29,5,105.55
A-01590,A-00084,C-00014,2025-04-15,3,354.3
B-01591,A-00336,A-00099,2024-11-26,5,143.21
C-01592,A-00243,C-00035,2024-07-31,4,439.06
A-01593,C-00389,C-00074,2025-03-16,5,142.13
B-01594,C-00461,B-00040,2024-11-19,1,466.36
C-01595,A-00471,B-00073,2025-03-15,5,123.4
A-01596,B-00310,A-00063,2025-01-09,4,50.28
B-01597,C-00143,C-00053,2024-11-10,4,58.64
C-01598,C-00251,B-00046,2025-04-23,4,130.21
A-01599,C-00422,C-00008,2024-06-06,4,355.12
B-01600,C-00185,B-00016,2024-12-17,3,140.62
C-01601,C-00455,A-00054,2025-04-21,2,244.98
A-01602,A-00483,A-00021,2024-07-16,1,409.67
B-01603,B-00358,A-00078,2025-01-28,2,296
C-01604,C-00164,C-00083,2024-09-02,3,276.66
A-01605,A-00225,C-00044,2025-04-24,3,290.8
B-01606,C-00038,A-00099,2024-10-19,4,91.71
C-01607,A-00432,A-00099,2024-12-07,5,390.8
A-01608,A-00495,B-00016,2024-08-31,4,365.25
B-01609,B-00130,B-00010,2024-10-18,4,361.28
C-01610,A-00117,A-00087,2025-05-04,5,202.54
A-01611,B-00346,B-00022,2024-06-04,4,272.38
B-01612,A-00045,A-00075,2024-12-10,3,373.73
C-01613,A-00255,B-00010,2024-10-12,4,57.71
A-01614,B-00493,B-00055,2025-03-22,3,386.1
B-01615,C-00104,C-00008,2024-09-06,2,128.11
C-01616,C-00047,B-00013,2024-05-31,2,268.63
A-01617,A-00411,A-00051,2024-09-06,3,450.92
B-01618,A-00045,A-00078,2024-09-27,5,417.97
C-01619,C-00323,B-00100,2025-03-01,4,104.51
A-01620,C-00077,C-00098,2024-09-15,3,225.06
B-01621,B-00232,C-00029,2024-05-31,3,304.17
C-01622,A-00237,A-00027,2025-03-31,2,413.87
A-01623,C-00332,C-00029,2025-04-18,5,173
B-01624,A-00411,B-00067,2025-05-07,2,345.65
C-01625,B-00025,A-00003,2024-10-02,1,440.53
A-01626,A-00096,A-00051,2024-09-22,1,422.75
B-01627,C-00206,C-00002,2025-01-28,3,365.99
C-01628,A-00318,C-00089,2025-05-04,1,145.14
A-01629,B-00049,A-00030,2025-04-13,4,452.86
B-01630,B-00460,C-00011,2025-03-30,1,263.28
C-01631,B-00202,B-00013,2025-03-29,2,312.9
A-01632,B-00202,B-00088,2024-10-17,1,255.8
B-01633,B-00094,C-00065,2025-04-18,4,252.47
C-01634,C-00410,C-00062,2024-08-26,2,498.24
A-01635,A-00165,A-00051,2024-07-07,5,381.75
B-01636,C-00206,B-00067,2024-09-16,3,197.96
C-01637,C-00050,B-00016,2025-03-27,2,360.76
A-01638,A-00327,B-00079,2024-12-16,3,51.35
B-01639,C-00134,A-00078,2024-12-06,1,64.81
C-01640,C-00338,B-00034,2025-03-20,2,388.98
A-01641,A-00339,C-00071,2025-01-08,4,490.12
B-01642,A-00216,C-00026,2025-04-13,4,378.47
C-01643,C-00230,A-00081,2024-09-25,1,399.2
A-01644,A-00138,C-00059,2024-09-08,2,113.57
B-01645,C-00404,B-00091,2024-11-05,1,222.14
C-01646,A-00354,C-00005,2024-06-02,3,329.37
A-01647,C-00179,C-00074,2024-05-31,4,273.15
B-01648,A-00330,A-00066,2024-12-08,5,215.12
C-01649,B-00223,A-00066,2024-07-19,4,321.49
A-01650,B-00208,C-00038,2024-11-20,1,248.3
B-01651,A-00051,C-00053,2024-10-11,4,352.07
C-01652,C-00302,A-00081,2025-04-02,5,74.59
A-01653,C-00008,A-00081,2025-04-28,1,377.18
B-01654,B-00130,B-00061,2025-02-01,4,179.94
C-01655,C-00350,C-00089,2025-04-05,5,183.41
A-01656,C-00485,B-00052,2024-06-23,5,296.53
B-01657,C-00305,B-00025,2024-10-15,1,249.24
C-01658,B-00253,A-00051,2025-04-13,2,148.47
A-01659,A-00219,A-00042,2024-11-28,3,309.01
B-01660,A-00138,A-00033,2024-12-21,1,273.49
C-01661,B-00109,B-00052,2025-01-24,4,153.15
A-01662,C-00245,B-00094,2024-06-25,5,206.04
B-01663,C-00407,A-00066,2024-06-16,3,232.99
C-01664,A-00486,A-00060,2024-06-16,5,72.27
A-01665,C-00482,B-00055,2025-03-17,4,176.65
B-01666,C-00107,B-00001,2025-05-15,1,353.59
C-01667,B-00316,A-00066,2024-10-15,3,367.76
A-01668,A-00309,C-00035,2024-12-25,2,116.94
B-01669,B-00241,C-00050,2024-08-24,5,210.57
C-01670,A-00348,C-00005,2024-05-17,5,209.41
A-01671,C-00314,B-00091,2025-03-06,3,241.89
B-01672,B-00004,A-00096,2024-08-05,3,208.94
C-01673,A-00189,A-00048,2024-12-15,5,499.01
A-01674,B-00397,A-00033,2024-08-23,4,109.46
B-01675,A-00438,C-00062,2025-01-02,5,356.96
C-01676,B-00478,A-00039,2024-06-05,4,332.99
A-01677,A-00162,C-00035,2024-09-27,3,225.61
B-01678,B-00109,A-00057,2024-07-15,5,455.48
C-01679,B-00412,A-00087,2024-07-02,3,104.3
A-01680,B-00277,A-00036,2024-08-13,1,398.97
B-01681,A-00354,A-00039,2024-05-29,4,334.8
C-01682,B-00163,C-00014,2025-03-10,3,334.73
A-01683,B-00280,C-00047,2025-05-12,5,453.49
B-01684,B-00220,B-00082,2025-03-03,1,94.84
C-01685,C-00143,C-00083,2024-12-31,3,388.99
A-01686,A-00042,A-00093,2024-06-18,2,356.06
B-01687,B-00463,C-00017,2025-01-19,4,187.39
C-01688,A-00258,B-00067,2024-10-13,3,235.76
A-01689,A-00354,A-00018,2025-01-02,2,418.71
B-01690,B-00247,B-00019,2024-10-05,4,490.15
C-01691,C-00467,B-00028,2024-12-21,5,157.68
A-01692,A-00003,A-00054,2024-09-14,2,106.87
B-01693,B-00232,C-00077,2024-05-18,5,75.26
C-01694,C-00428,B-00028,2024-06-11,5,118.73
A-01695,C-00320,A-00054,2024-06-05,2,494.95
B-01696,B-00100,A-00090,2024-07-28,3,247.41
C-01697,A-00408,B-00082,2025-02-02,2,319.33
A-01698,B-00184,A-00006,2025-03-01,5,57.74
B-01699,C-00086,C-00008,2024-11-15,4,152.59
C-01700,A-00372,C-00089,2025-05-12,5,172.82
A-01701,B-00448,B-00016,2025-03-26,4,81.23
B-01702,A-00141,A-00030,2025-02-04,3,349.88
C-01703,B-00490,A-00030,2024-12-16,3,311
A-01704,C-00143,B-00010,2025-02-04,4,485.18
B-01705,B-00451,A-00048,2024-06-12,1,201.37
C-01706,C-00434,C-00080,2024-07-15,3,260.91
A-01707,B-00253,C-00089,2024-08-18,5,104.6
B-01708,A-00378,A-00048,2024-06-26,2,416.95
C-01709,C-00077,C-00077,2024-06-18,2,168.75
A-01710,B-00151,A-00042,2024-07-08,1,117.51
B-01711,C-00386,B-00028,2025-01-09,4,164.24
C-01712,A-00096,C-00029,2025-01-19,3,465.85
A-01713,B-00289,A-00093,2025-01-12,5,353.2
B-01714,B-00373,C-00029,2025-05-05,2,256.17
C-01715,C-00398,C-00035,2024-07-08,1,252.1
A-01716,B-00364,C-00014,2024-12-03,3,478.37
B-01717,C-00317,C-00044,2024-10-04,4,491.27
C-01718,B-00289,C-00029,2025-02-06,5,304.15
A-01719,C-00500,B-00079,2024-10-17,3,347.02
B-01720,B-00430,C-00071,2024-11-23,5,88.75
C-01721,A-00282,C-00077,2024-07-12,4,262.48
A-01722,C-00470,C-00032,2025-03-31,4,115.38
B-01723,A-00489,C-00059,2024-06-13,3,478.63
C-01724,C-00476,B-00052,2024-07-28,3,348.31
A-01725,B-00193,B-00001,2025-01-22,2,354.03
B-01726,B-00466,B-00049,2025-02-27,5,54.74
C-01727,A-00315,C-00077,2024-12-01,1,162.66
A-01728,C-00206,A-00003,2024-07-26,4,462.53
B-01729,B-00370,A-00033,2024-10-21,1,381.75
C-01730,C-00308,B-00088,2024-07-18,1,67.11
A-01731,A-00324,C-00038,2024-11-27,1,227.41
B-01732,B-00271,A-00012,2024-12-17,3,455.34
C-01733,C-00206,C-00098,2024-08-27,2,192.78
A-01734,C-00065,B-00022,2024-06-01,3,242.02
B-01735,A-00363,C-00077,2024-11-20,5,479.33
C-01736,B-00454,B-00004,2025-03-20,2,286.6
A-01737,C-00317,B-00043,2024-06-15,3,229.28
B-01738,B-00040,A-00027,2025-03-12,3,77.32
C-01739,C-00128,C-00089,2025-04-07,2,405.47
A-01740,C-00041,C-00002,2024-07-12,5,357.13
B-01741,B-00343,C-00029,2024-06-23,4,215.46
C-01742,B-00319,B-00100,2024-12-02,2,173.68
A-01743,A-00087,A-00072,2025-04-25,3,166.07
B-01744,A-00360,C-00059,2025-01-04,2,236.71
C-01745,A-00363,C-00077,2025-05-07,4,392.93
A-01746,A-00144,B-00058,2024-06-26,1,418.14
B-01747,A-00399,C-00029,2024-07-14,5,120.1
C-01748,A-00012,B-00001,2024-06-05,4,111.2
A-01749,A-00327,A-00036,2024-06-22,5,352.46
B-01750,B-00214,B-00088,2024-07-01,4,91.69
C-01751,A-00264,B-00037,2024-11-28,5,186.96
A-01752,A-00258,C-00011,2024-11-12,4,394.57
B-01753,C-00065,C-00011,2024-08-18,2,70.34
C-01754,A-00114,C-00041,2025-03-26,1,165.51
A-01755,A-00354,C-00026,2024-11-17,2,59.64
B-01756,A-00114,C-00068,2024-07-24,3,313.72
C-01757,C-00011,C-00053,2024-12-12,4,413.38
A-01758,C-00053,A-00021,2025-01-03,5,318.27
B-01759,C-00392,A-00075,2024-07-15,4,301.03
C-01760,C-00491,C-00083,2024-09-30,4,201.5
A-01761,A-00483,B-00001,2025-05-06,4,398.04
B-01762,B-00118,B-00094,2024-12-21,2,78.61
C-01763,B-00271,C-00014,2025-04-01,1,399.29
A-01764,C-00281,C-00011,2024-11-23,4,306.87
B-01765,B-00127,C-00008,2024-12-12,1,97.47
C-01766,B-00283,C-00017,2025-03-20,4,59.61
A-01767,A-00240,A-00051,2024-09-09,5,133.64
B-01768,C-00320,A-00075,2024-08-20,5,301.97
C-01769,B-00451,A-00090,2025-04-11,2,163.95
A-01770,A-00411,B-00073,2025-02-19,5,354.63
B-01771,A-00153,C-00005,2025-03-25,4,372.27
C-01772,A-00084,C-00083,2025-01-01,4,269.53
A-01773,B-00175,A-00081,2025-01-26,5,458.18
B-01774,A-00123,C-00059,2024-11-19,2,350.26
C-01775,C-00395,C-00035,2024-07-23,4,61
A-01776,A-00486,A-00051,2025-01-28,3,309.06
B-01777,A-00039,B-00058,2025-01-20,3,115.77
C-01778,C-00305,B-00025,2024-12-12,3,420.09
A-01779,A-00123,C-00092,2024-09-07,4,442.93
B-01780,A-00429,B-00028,2024-05-20,1,348.19
C-01781,B-00340,C-00098,2024-07-22,5,292.92
A-01782,C-00110,C-00053,2025-01-03,2,221.99
B-01783,A-00192,C-00083,2025-02-19,2,90.51
C-01784,A-00246,C-00098,2024-10-04,2,120.69
A-01785,B-00172,C-00029,2024-10-26,5,386.23
B-01786,A-00303,C-00080,2024-11-05,3,369.79
C-01787,A-00051,B-00061,2024-05-20,2,182.05
A-01788,B-00169,A-00009,2024-12-13,2,85.76
B-01789,B-00115,B-00010,2024-08-15,5,275.45
C-01790,B-00001,C-00095,2025-01-03,4,378.15
A-01791,C-00380,A-00063,2025-02-15,1,409.82
B-01792,A-00162,B-00001,2025-04-17,1,278.73
C-01793,C-00095,A-00012,2024-09-24,3,496.55
A-01794,A-00420,C-00095,2024-11-13,3,346.78
B-01795,B-00124,B-00022,2024-06-22,1,245.35
C-01796,C-00491,B-00055,2024-06-15,5,93.95
A-01797,C-00344,A-00015,2024-07-01,5,355.51
B-01798,A-00375,B-00022,2025-01-31,4,263.99
C-01799,A-00216,B-00064,2024-06-03,3,394.59
A-01800,A-00084,A-00075,2025-03-31,3,402.38
B-01801,B-00298,B-00061,2024-09-07,4,199.19
C-01802,A-00282,B-00016,2025-01-25,1,363.55
A-01803,B-00379,A-00075,2024-12-25,2,423.71
B-01804,B-00115,C-00053,2024-06-03,3,92.43
C-01805,A-00429,A-00015,2025-03-03,1,139.95
A-01806,B-00466,A-00024,2024-12-06,5,488.79
B-01807,C-00107,A-00057,2025-01-13,4,425.82
C-01808,A-00375,B-00088,2024-08-09,2,270.39
A-01809,C-00446,C-00068,2025-01-26,5,53.93
B-01810,A-00093,B-00094,2025-01-09,5,198.52
C-01811,C-00173,A-00039,2024-06-29,4,243.87
A-01812,C-00473,C-00074,2024-12-23,4,382.21
B-01813,C-00209,B-00049,2024-08-07,3,483.24
C-01814,B-00352,C-00026,2024-11-10,3,198.27
A-01815,A-00330,A-00087,2025-03-17,5,131.18
B-01816,A-00339,C-00044,2024-08-02,1,361.55
C-01817,C-00113,C-00044,2024-07-20,5,212
A-01818,C-00260,C-00056,2024-06-10,5,185.8
B-01819,B-00298,C-00089,2025-05-04,4,127.51
C-01820,B-00409,C-00005,2025-02-10,5,426.43
A-01821,A-00303,C-00086,2024-08-25,5,336.53
B-01822,A-00162,C-00014,2024-12-22,3,110.73
C-01823,C-00251,A-00033,2025-01-22,1,469.47
A-01824,B-00136,B-00040,2024-08-04,5,477.82
B-01825,C-00110,B-00013,2024-07-20,5,260.44
C-01826,B-00481,C-00095,2024-11-26,1,340.39
A-01827,B-00340,B-00004,2024-10-28,5,381.5
B-01828,B-00475,C-00062,2024-11-15,3,102.65
C-01829,C-00125,C-00041,2024-07-07,3,127.11
A-01830,B-00349,C-00026,2025-04-14,1,148.91
B-01831,A-00141,B-00076,2024-11-13,4,105.41
C-01832,C-00431,B-00052,2024-06-11,4,135.9
A-01833,C-00500,B-00037,2025-01-13,5,171.11
B-01834,B-00025,A-00015,2024-06-17,2,333.47
